"symbol","log2fc","effectsize","pvalue","pvalue_adjust","hgnc_id","hgnc_symbol","entrez_id","gene","signif"
"YIF1B",-0.856280380302972,-8.47979528761356,5.70656572031617e-07,2.41322430958644e-06,"HGNC:30511","YIF1B",90522,90522,TRUE
"RBM26",-1.35056966798168,-8.47650099531383,5.73350602226069e-07,2.4222068185495e-06,"HGNC:20327","RBM26",64062,64062,TRUE
"NMT2",-0.819460583489722,-8.47191873007105,5.77120294395409e-07,2.43571127227456e-06,"HGNC:7858","NMT2",9397,9397,TRUE
"CCDC177",0.630541635986204,8.46533298469504,5.82584134907049e-07,2.45633191801087e-06,"HGNC:23243","CCDC177",56936,56936,TRUE
"NDEL1",0.433977473075705,8.46448098233112,5.83294979584761e-07,2.45689163848884e-06,"HGNC:17620","NDEL1",81565,81565,TRUE
"ADAM10",0.644164944140785,8.46306272417141,5.84480297917113e-07,2.45766914936158e-06,"HGNC:188","ADAM10",102,102,TRUE
"SEC62",-1.1271400726727,-8.46287650589469,5.84636120001073e-07,2.45766914936158e-06,"HGNC:11846","SEC62",7095,7095,TRUE
"MAGI2",0.527552898162203,8.46005978810128,5.86998430386914e-07,2.46516139243516e-06,"HGNC:18957","MAGI2",9863,9863,TRUE
"MEF2D",-1.27557059240191,-8.4579562756106,5.88769172391406e-07,2.47015694241212e-06,"HGNC:6997","MEF2D",4209,4209,TRUE
"SLC25A42",0.515413070541502,8.45497430202482,5.91289085328975e-07,2.47828265547154e-06,"HGNC:28380","SLC25A42",284439,284439,TRUE
"ARMC10",0.416130824821131,8.43939032773574,6.04645034601611e-07,2.53176492320872e-06,"HGNC:21706","ARMC10",83787,83787,TRUE
"ZDHHC5",0.66475550112569,8.43820075427001,6.05677549484902e-07,2.53359211152641e-06,"HGNC:18472","ZDHHC5",25921,25921,TRUE
"PLA2G6",0.429935425476793,8.43401663041761,6.09324074396759e-07,2.54633954393926e-06,"HGNC:9039","PLA2G6",8398,8398,TRUE
"ELFN2",0.567167239509173,8.42583916906788,6.1651799905499e-07,2.57387180352034e-06,"HGNC:29396","ELFN2",114794,114794,TRUE
"SIPA1L1",0.526396593282831,8.42207804465907,6.19856841568342e-07,2.58527141969132e-06,"HGNC:20284","SIPA1L1",26037,26037,TRUE
"DNER",0.521311422929397,8.40552690256324,6.34778384095779e-07,2.64490993373241e-06,"HGNC:24456","DNER",92737,92737,TRUE
"WDR54",0.437313243133659,8.39583775405287,6.43689287491013e-07,2.67941182354242e-06,"HGNC:25770","WDR54",84058,84058,TRUE
"TRMT1",-0.85795847981557,-8.39187978107856,6.4736729032077e-07,2.6920851114122e-06,"HGNC:25980","TRMT1",55621,55621,TRUE
"GPD1L",0.392470375740218,8.38871836435115,6.503210329982e-07,2.70172472164453e-06,"HGNC:28956","GPD1L",23171,23171,TRUE
"GOLGA5",-0.439299622722877,-8.38551515059659,6.53328355401781e-07,2.71156788130622e-06,"HGNC:4428","GOLGA5",9950,9950,TRUE
"RHOF",0.682590492898153,8.37600262346559,6.62346079040511e-07,2.7452595280906e-06,"HGNC:15703","RHOF",54509,54509,TRUE
"NAA25",-0.853290460786953,-8.37559236136596,6.6273794725199e-07,2.7452595280906e-06,"HGNC:25783","NAA25",80018,80018,TRUE
"HYCC2",0.64951757646063,8.36772678189902,6.70298438359345e-07,2.7692537546965e-06,"HGNC:28593","HYCC2",285172,285172,TRUE
"CNNM2",0.739595589555741,8.36753366884959,6.70485203195928e-07,2.7692537546965e-06,"HGNC:103","CNNM2",54805,54805,TRUE
"PRXL2A",-0.777011304578876,-8.36038876354981,6.77434028607777e-07,2.79523749668258e-06,"HGNC:28651","PRXL2A",84293,84293,TRUE
"API5",-2.69834745458201,-8.35329628126099,6.84407167223009e-07,2.8212710579028e-06,"HGNC:594","API5",8539,8539,TRUE
"PBXIP1",-0.63222492658216,-8.34909462191116,6.88573862247948e-07,2.83569662262963e-06,"HGNC:21199","PBXIP1",57326,57326,TRUE
"PSMA2",-0.652815003224726,-8.34123856381716,6.96436615499688e-07,2.86530069300452e-06,"HGNC:9531","PSMA2",5683,5683,TRUE
"MAPK8",0.550650388877462,8.34005205816598,6.97632353274959e-07,2.8674443920876e-06,"HGNC:6881","MAPK8",5599,5599,TRUE
"POLR2C",-0.736539399307677,-8.33540853355887,7.02332904707211e-07,2.88119193533364e-06,"HGNC:9189","POLR2C",5432,5432,TRUE
"IER3IP1",-0.888805317664387,-8.33211381065905,7.05688376438677e-07,2.88944231403101e-06,"HGNC:18550","IER3IP1",51124,51124,TRUE
"AMPH",0.581353673962363,8.33209871103464,7.0570379340334e-07,2.88944231403101e-06,"HGNC:471","AMPH",273,273,TRUE
"INPP4A",0.511704976930136,8.32430962563876,7.13704211078473e-07,2.91938681143745e-06,"HGNC:6074","INPP4A",3631,3631,TRUE
"HMGCS1",-0.798384385428735,-8.31981234177639,7.18367099604207e-07,2.93563478203642e-06,"HGNC:5007","HMGCS1",3157,3157,TRUE
"PAK1",0.462518742331068,8.31731248773225,7.20972913613546e-07,2.94345329765377e-06,"HGNC:8590","PAK1",5058,5058,TRUE
"SBDS",-0.833028728083066,-8.31227962383321,7.2624943985583e-07,2.96214982666725e-06,"HGNC:19440","SBDS",51119,51119,TRUE
"DDX5",-2.08154018362168,-8.30881700454918,7.29903378170762e-07,2.97419880846188e-06,"HGNC:2746","DDX5",1655,1655,TRUE
"CBARP",0.574255498593233,8.30075029855337,7.38491323371592e-07,3.00631046391692e-06,"HGNC:28617","CBARP",255057,255057,TRUE
"DDX21",-1.49388845597195,-8.29763789678708,7.41833316946493e-07,3.01702545169626e-06,"HGNC:2744","DDX21",9188,9188,TRUE
"LAMA1",-2.22460279062428,-8.29187809852588,7.4806020864502e-07,3.0394415743225e-06,"HGNC:6481","LAMA1",284217,284217,TRUE
"WSB2",0.527416968182209,8.27317412126538,7.68664614645621e-07,3.12017632497029e-06,"HGNC:19222","WSB2",55884,55884,TRUE
"STK4",0.623135105783107,8.25295331064045,7.91615947149883e-07,3.21014701534516e-06,"HGNC:11408","STK4",6789,6789,TRUE
"SARS2",0.419232363301973,8.25232567386699,7.92339816258135e-07,3.21014701534516e-06,"HGNC:17697","SARS2",54938,54938,TRUE
"TCEAL6",-1.60744915179814,-8.23371587313207,8.14123778170181e-07,3.29378564957624e-06,"HGNC:24553","TCEAL6",158931,158931,TRUE
"WASF1",0.398925096509125,8.21187181388804,8.40503330545892e-07,3.39531392448674e-06,"HGNC:12732","WASF1",8936,8936,TRUE
"RELL2",0.700836203022928,8.21106979727932,8.4148888605334e-07,3.39531392448674e-06,"HGNC:26902","RELL2",285613,285613,TRUE
"UBE2E1",-1.57069800370248,-8.21062349368068,8.42037853272711e-07,3.39531392448674e-06,"HGNC:12477","UBE2E1",7324,7324,TRUE
"RAB3C",0.674521017665327,8.20572669724926,8.48085965975355e-07,3.41646005250735e-06,"HGNC:30269","RAB3C",115827,115827,TRUE
"LPCAT1",-0.675852322316914,-8.20468508570383,8.4937838474397e-07,3.41842626435783e-06,"HGNC:25718","LPCAT1",79888,79888,TRUE
"NPLOC4",-0.483205032225185,-8.19943656511541,8.55922405603608e-07,3.44150446907789e-06,"HGNC:18261","NPLOC4",55666,55666,TRUE
"SAMD14",0.622932154168089,8.19703830962422,8.58930330021271e-07,3.45033450150321e-06,"HGNC:27312","SAMD14",201191,201191,TRUE
"CYTH2",0.4550475305305,8.18996831764821,8.67862748851519e-07,3.48292415733612e-06,"HGNC:9502","CYTH2",9266,9266,TRUE
"METAP1",-0.630116040397051,-8.18660843528583,8.72142053031491e-07,3.49679596734324e-06,"HGNC:15789","METAP1",23173,23173,TRUE
"GLDC",0.35382254449532,8.17604189772138,8.85745935525627e-07,3.54799267293488e-06,"HGNC:4313","GLDC",2731,2731,TRUE
"STX5",-0.593393891574935,-8.17477542727372,8.87391427583027e-07,3.55123688062887e-06,"HGNC:11440","STX5",6811,6811,TRUE
"NCSTN",-0.532084901596796,-8.15753052360289,9.10121354608473e-07,3.63877305464347e-06,"HGNC:17091","NCSTN",23385,23385,TRUE
"CYFIP1",0.631337964944083,8.15596324922919,9.12217385510804e-07,3.64372545904222e-06,"HGNC:13759","CYFIP1",23191,23191,TRUE
"TRIO",0.702363603152327,8.14911747873314,9.21432672648691e-07,3.67707874061684e-06,"HGNC:12303","TRIO",7204,7204,TRUE
"NT5C3B",0.355417798232391,8.14530251191923,9.26610715205067e-07,3.69427348932602e-06,"HGNC:28300","NT5C3B",115024,115024,TRUE
"CRELD2",-0.964256391692858,-8.13140521942717,9.45734807331328e-07,3.76698494016696e-06,"HGNC:28150","CRELD2",79174,79174,TRUE
"MIA2",-1.28900729441383,-8.12365157715264,9.56585328224441e-07,3.80663637167966e-06,"HGNC:18432","MIA2",4253,4253,TRUE
"CSTF2",-0.938657649658962,-8.12151870494394,9.59593085165712e-07,3.81503331333422e-06,"HGNC:2484","CSTF2",1478,1478,TRUE
"STT3B",-1.03461380224606,-8.11678666143095,9.66301878019358e-07,3.8381149360582e-06,"HGNC:30611","STT3B",201595,201595,TRUE
"ATP6V1A",0.402019981579581,8.11271156724482,9.72118976231374e-07,3.85761498504513e-06,"HGNC:851","ATP6V1A",523,523,TRUE
"METTL16",-1.50695632358011,-8.11070521293292,9.74996570401296e-07,3.8654248360126e-06,"HGNC:28484","METTL16",79066,79066,TRUE
"SLC6A6",-0.784400467941306,-8.10519764267782,9.82942072741518e-07,3.89329339156706e-06,"HGNC:11052","SLC6A6",6533,6533,TRUE
"CACYBP",-0.574297057201183,-8.10194314190758,9.87669289820587e-07,3.90837475022113e-06,"HGNC:30423","CACYBP",27101,27101,TRUE
"ANKRD34A",0.443965304747039,8.09710775848782,9.94737137970998e-07,3.93268170825744e-06,"HGNC:27639","ANKRD34A",284615,284615,TRUE
"BCAR1",0.523634877206484,8.09051031586611,1.00446682458392e-06,3.96205496579468e-06,"HGNC:971","BCAR1",9564,9564,TRUE
"DMWD",0.577514664363316,8.09017528550833,1.00496358897098e-06,3.96205496579468e-06,"HGNC:2936","DMWD",1762,1762,TRUE
"KIF1A",0.392820458117612,8.08592697818174,1.01128528802854e-06,3.98328310854614e-06,"HGNC:888","KIF1A",547,547,TRUE
"KIF5A",0.454834167775964,8.08013814056985,1.01996703288872e-06,4.013759157201e-06,"HGNC:6323","KIF5A",3798,3798,TRUE
"LGMN",-1.4615741305882,-8.07446146847366,1.028557000462e-06,4.04168258479579e-06,"HGNC:9472","LGMN",5641,5641,TRUE
"SLC8A2",0.580884396661559,8.07419319596069,1.02896483688213e-06,4.04168258479579e-06,"HGNC:11069","SLC8A2",6543,6543,TRUE
"NCOA5",-1.42981603890749,-8.07183295684481,1.0325603140512e-06,4.05092742569463e-06,"HGNC:15909","NCOA5",57727,57727,TRUE
"SPRYD4",0.478669949858355,8.07131595375475,1.03334966155754e-06,4.05092742569463e-06,"HGNC:27468","SPRYD4",283377,283377,TRUE
"KIDINS220",0.467374719177489,8.07077389809854,1.03417794279498e-06,4.05092742569463e-06,"HGNC:29508","KIDINS220",57498,57498,TRUE
"FHIP1B",-0.421606398386797,-8.05979350963141,1.05110815207339e-06,4.11345271299441e-06,"HGNC:25378","FHIP1B",84067,84067,TRUE
"RNF170",-0.720863823688936,-8.05863044767351,1.05291848915808e-06,4.11674662274319e-06,"HGNC:25358","RNF170",81790,81790,TRUE
"DMXL2",0.579838029132828,8.05796091118754,1.05396213310311e-06,4.11703958243402e-06,"HGNC:2938","DMXL2",23312,23312,TRUE
"NPTX1",0.640228533789233,8.0546368719167,1.05915969159787e-06,4.13354333268222e-06,"HGNC:7952","NPTX1",4884,4884,TRUE
"UBAP2L",-2.09947415478252,-8.05363482506709,1.06073182165079e-06,4.13588095597784e-06,"HGNC:29877","UBAP2L",9898,9898,TRUE
"HEBP1",0.764641853113202,8.04256345250965,1.07826678718418e-06,4.20039765860014e-06,"HGNC:17176","HEBP1",50865,50865,TRUE
"PSMD3",-0.704214778664233,-8.02314438368502,1.10976602073781e-06,4.31914431147956e-06,"HGNC:9560","PSMD3",5709,5709,TRUE
"EPRS1",-1.31684949894725,-8.0224441396923,1.1109198563381e-06,4.31967922180873e-06,"HGNC:3418","EPRS1",2058,2058,TRUE
"CAMKK1",0.599347803593701,8.0211291190464,1.11309012077946e-06,4.32416180375932e-06,"HGNC:1469","CAMKK1",84254,84254,TRUE
"CETN2",0.447597310443284,8.01950273421153,1.115780441434e-06,4.33065468136485e-06,"HGNC:1867","CETN2",1069,1069,TRUE
"RBM14",-3.41611446037,-8.0188186650717,1.11691405928438e-06,4.33109922623961e-06,"HGNC:14219","RBM14",10432,10432,TRUE
"P4HB",-0.912810443012919,-8.01445306882628,1.12417728147225e-06,4.35529028829267e-06,"HGNC:8548","P4HB",5034,5034,TRUE
"HK1",0.895417924076299,8.00895542862711,1.13339492034295e-06,4.38700219622726e-06,"HGNC:4922","HK1",3098,3098,TRUE
"GHITM",-0.68385739389574,-7.99581218077688,1.15575642441012e-06,4.45924224336218e-06,"HGNC:17281","GHITM",27069,27069,TRUE
"ARPC3",0.383925418649044,7.97846888101372,1.1859787963253e-06,4.56972790968496e-06,"HGNC:706","ARPC3",10094,10094,TRUE
"RASAL1",0.681052227106348,7.97394321233949,1.19400165252657e-06,4.5964737529329e-06,"HGNC:9873","RASAL1",8437,8437,TRUE
"LGI1",0.947200645404904,7.97167767715155,1.19803936224333e-06,4.6078437009359e-06,"HGNC:6572","LGI1",9211,9211,TRUE
"METAP2",-1.03056256019577,-7.96820214408628,1.20426160163766e-06,4.62758752889698e-06,"HGNC:16672","METAP2",10988,10988,TRUE
"IBA57",0.383007806903861,7.96464723186244,1.21066124595648e-06,4.64692205265819e-06,"HGNC:27302","IBA57",200205,200205,TRUE
"TESC",0.558692714273371,7.96419390452122,1.2114799139636e-06,4.64692205265819e-06,"HGNC:26065","TESC",54997,54997,TRUE
"GPSM1",0.402190041368221,7.93922624808738,1.25748374226472e-06,4.81469000416674e-06,"HGNC:17858","GPSM1",26086,26086,TRUE
"ARHGDIA",0.477458670320006,7.9346670589476,1.26608141648185e-06,4.84324574261733e-06,"HGNC:678","ARHGDIA",396,396,TRUE
"GSTT2",-0.597544077364925,-7.92446110962904,1.28555332615012e-06,4.91331082386514e-06,"HGNC:4642","GSTT2",2953,2953,TRUE
"NSUN2",-1.16174393662338,-7.91843973083271,1.29718949408094e-06,4.95332915529559e-06,"HGNC:25994","NSUN2",54888,54888,TRUE
"MCM2",-1.11686802888058,-7.90908593812561,1.3154863943137e-06,5.0186868723817e-06,"HGNC:6944","MCM2",4171,4171,TRUE
"SH3GL3",0.443354071621563,7.9074537343487,1.31870694422296e-06,5.02646144658974e-06,"HGNC:10832","SH3GL3",6457,6457,TRUE
"HDGFL3",-2.0506151548141,-7.90609820116751,1.32138791024403e-06,5.02916489325302e-06,"HGNC:24937","HDGFL3",50810,50810,TRUE
"RPS26",-2.82634123613951,-7.90589875075369,1.3217828672385e-06,5.02916489325302e-06,"HGNC:10414","RPS26",6231,6231,TRUE
"DYNC1I2",-0.506807067706595,-7.90204374371189,1.32944117331588e-06,5.05377905777504e-06,"HGNC:2964","DYNC1I2",1781,1781,TRUE
"TMEFF1",0.96286237242155,7.88886103729467,1.3559854868788e-06,5.14548064217401e-06,"HGNC:11866","TMEFF1",8577,8577,TRUE
"PLXNA4",0.585206063080294,7.88276102391257,1.36845699189472e-06,5.18817325205402e-06,"HGNC:9102","PLXNA4",91584,91584,TRUE
"COMT",-0.427512927870452,-7.88138536305834,1.371286224121e-06,5.19426600045833e-06,"HGNC:2228","COMT",1312,1312,TRUE
"TARS3",-0.600059124465706,-7.87616932730154,1.38206989053818e-06,5.23045150025579e-06,"HGNC:24728","TARS3",123283,123283,TRUE
"GPS1",0.553840206789947,7.86454651086449,1.40642204884473e-06,5.31782315367794e-06,"HGNC:4549","GPS1",2873,2873,TRUE
"FSD1",0.609276964513116,7.86396178284213,1.40765907009122e-06,5.31782315367794e-06,"HGNC:13745","FSD1",79187,79187,TRUE
"ATP6V1D",0.390417748587297,7.86099091535939,1.41396184316859e-06,5.33688972776776e-06,"HGNC:13527","ATP6V1D",51382,51382,TRUE
"LARP7",1.15193694830061,7.8575954911386,1.4212017983655e-06,5.35810987708484e-06,"HGNC:24912","LARP7",51574,51574,TRUE
"PLPPR3",0.412874631586221,7.85717299852385,1.42210539796511e-06,5.35810987708484e-06,"HGNC:23497","PLPPR3",79948,79948,TRUE
"DCLK2",0.578702870937689,7.85382434088826,1.42928876204494e-06,5.38040499441186e-06,"HGNC:19002","DCLK2",166614,166614,TRUE
"GRIP1",0.618689815506836,7.84690521395343,1.44425283694232e-06,5.43192438672998e-06,"HGNC:18708","GRIP1",23426,23426,TRUE
"CCT8",-0.501931306486036,-7.83879281449813,1.46200835257205e-06,5.49384217367923e-06,"HGNC:1623","CCT8",10694,10694,TRUE
"ACSL3",-0.759635430231415,-7.8375510543036,1.46474643498087e-06,5.49926885924798e-06,"HGNC:3570","ACSL3",2181,2181,TRUE
"WDR5",-1.53088582160575,-7.83458912224148,1.47129936011414e-06,5.518995834497e-06,"HGNC:12757","WDR5",11091,11091,TRUE
"GNB4",0.548965936209492,7.81812697774722,1.50828787227959e-06,5.6527543714182e-06,"HGNC:20731","GNB4",59345,59345,TRUE
"CACNB1",0.507436273493469,7.81695182254331,1.51096554744944e-06,5.65780050807059e-06,"HGNC:1401","CACNB1",782,782,TRUE
"RNF123",0.473109657626435,7.81171591639363,1.52295701642362e-06,5.69665372872593e-06,"HGNC:21148","RNF123",63891,63891,TRUE
"DPYSL4",0.513381083599444,7.81125282738875,1.52402242107327e-06,5.69665372872593e-06,"HGNC:3016","DPYSL4",10570,10570,TRUE
"ATP2B4",0.5929518036287,7.78931381270012,1.5754081042014e-06,5.88355399196481e-06,"HGNC:817","ATP2B4",493,493,TRUE
"CTNND2",0.607782581952711,7.78585174679175,1.58368248313942e-06,5.90926299678887e-06,"HGNC:2516","CTNND2",1501,1501,TRUE
"BASP1",0.730699754255474,7.77380863654442,1.61282451181452e-06,6.01272296071201e-06,"HGNC:957","BASP1",10409,10409,TRUE
"CPNE2",0.471165756581096,7.7630267926172,1.63939445694919e-06,6.10642107102019e-06,"HGNC:2315","CPNE2",221184,221184,TRUE
"FEZ1",0.557480016421098,7.75331468629013,1.66372351841749e-06,6.19161554577436e-06,"HGNC:3659","FEZ1",9638,9638,TRUE
"STUM",0.914060806006399,7.75090082350279,1.6698291835997e-06,6.2089011638659e-06,"HGNC:30491","STUM",375057,375057,TRUE
"MAT2A",-0.673322954168985,-7.74343456104801,1.6888645006801e-06,6.2741906712329e-06,"HGNC:6904","MAT2A",4144,4144,TRUE
"USP4",0.336163424130534,7.74102645161772,1.69505269612382e-06,6.29168031312335e-06,"HGNC:12627","USP4",7375,7375,TRUE
"DNAJA1",-0.48725342618035,-7.73965563533197,1.69858600150839e-06,6.29929363561139e-06,"HGNC:5229","DNAJA1",3301,3301,TRUE
"USP19",-0.545263480870839,-7.73719819660304,1.70493955200402e-06,6.3173435885066e-06,"HGNC:12617","USP19",10869,10869,TRUE
"STX8",-0.554296324886369,-7.73506946711236,1.71046350230764e-06,6.33229084042461e-06,"HGNC:11443","STX8",9482,9482,TRUE
"CHMP6",0.532039729960945,7.71846642512245,1.75420062043801e-06,6.48855756036687e-06,"HGNC:25675","CHMP6",79643,79643,TRUE
"GLS",0.391997351836416,7.71021494473009,1.77637455850637e-06,6.56486249882787e-06,"HGNC:4331","GLS",2744,2744,TRUE
"BCCIP",-0.505725900101787,-7.69175803317203,1.82704997013614e-06,6.74627486800922e-06,"HGNC:978","BCCIP",56647,56647,TRUE
"VPS37C",0.445021440482236,7.68864736963873,1.83573964339284e-06,6.77247698300311e-06,"HGNC:26097","VPS37C",55048,55048,TRUE
"CTBP2",-0.725765541231347,-7.67951838290117,1.86149406727225e-06,6.86153494007549e-06,"HGNC:2495","CTBP2",1488,1488,TRUE
"SCLY",-0.925321058311544,-7.67758671610078,1.8669922955352e-06,6.87583817679774e-06,"HGNC:18161","SCLY",51540,51540,TRUE
"APBA1",0.532081776502888,7.67701440712807,1.86862458132325e-06,6.87589131655741e-06,"HGNC:578","APBA1",320,320,TRUE
"RBM3",-1.54058493468293,-7.6673651907591,1.89637286204753e-06,6.96723617408447e-06,"HGNC:9900","RBM3",5935,5935,TRUE
"TM9SF2",-1.65483737259509,-7.66700358049972,1.89742115280249e-06,6.96723617408447e-06,"HGNC:11865","TM9SF2",9375,9375,TRUE
"CSNK1G3",0.494910452512212,7.66639795510523,1.89917820025777e-06,6.96723617408447e-06,"HGNC:2456","CSNK1G3",1456,1456,TRUE
"EXOSC6",-0.941659474262295,-7.66611273147957,1.90000628841503e-06,6.96723617408447e-06,"HGNC:19055","EXOSC6",118460,118460,TRUE
"ARPC4",0.584709549325757,7.66356436727916,1.9074218549789e-06,6.98839903763823e-06,"HGNC:707","ARPC4",10093,10093,TRUE
"RPL23A",-2.48310551720996,-7.66267132520093,1.91002776101775e-06,6.99191902181346e-06,"HGNC:10317","RPL23A",6147,6147,TRUE
"SLC16A1",0.417312895939013,7.66061167795718,1.91605215304395e-06,7.00793601586644e-06,"HGNC:10922","SLC16A1",6566,6566,TRUE
"NUP153",-1.20392189522786,-7.64792096555757,1.95361670863786e-06,7.13918401694832e-06,"HGNC:8062","NUP153",9972,9972,TRUE
"VAT1",0.619046644493646,7.64368961024271,1.96631346675863e-06,7.17382428816586e-06,"HGNC:16919","VAT1",10493,10493,TRUE
"NAE1",-0.50535570518518,-7.64307669818962,1.9681597929415e-06,7.17382428816586e-06,"HGNC:621","NAE1",8883,8883,TRUE
"C12ORF43",-2.55449247440663,-7.63558896461635,1.9908638352059e-06,7.25036101081841e-06,"HGNC:25719","C12ORF43",64897,64897,TRUE
"SRGAP3",0.380973047105686,7.63341294181908,1.99751354426185e-06,7.26834979718568e-06,"HGNC:19744","SRGAP3",9901,9901,TRUE
"GOLT1B",-0.823160644479128,-7.6249667505697,2.02354688895244e-06,7.35427846643816e-06,"HGNC:20175","GOLT1B",51026,51026,TRUE
"RAP1B",0.485224429729563,7.62463084528607,2.02458960134886e-06,7.35427846643816e-06,"HGNC:9857","RAP1B",5908,5908,TRUE
"RAB33A",0.850100387145548,7.62089376946381,2.03622845266194e-06,7.39023990077987e-06,"HGNC:9773","RAB33A",9363,9363,TRUE
"CPNE7",0.596404514630631,7.61564864283542,2.05268311148329e-06,7.44260761459066e-06,"HGNC:2320","CPNE7",27132,27132,TRUE
"YIPF5",-0.951623948916946,-7.61495791917785,2.05486042430341e-06,7.44260761459066e-06,"HGNC:24877","YIPF5",81555,81555,TRUE
"SPCS2",-1.33544479035879,-7.61462494441079,2.05591090341869e-06,7.44260761459066e-06,"HGNC:28962","SPCS2",9789,9789,TRUE
"RMND1",0.478089136874913,7.61213893813471,2.06377174393427e-06,7.46470630784737e-06,"HGNC:21176","RMND1",55005,55005,TRUE
"PRRC1",-0.692999770467878,-7.60314586073787,2.09247378505362e-06,7.56208638305944e-06,"HGNC:28164","PRRC1",133619,133619,TRUE
"ARMCX3",-0.445215873952559,-7.60229404293578,2.09521414949539e-06,7.56555661457552e-06,"HGNC:24065","ARMCX3",51566,51566,TRUE
"ADCY1",0.718342628270894,7.5993350046275,2.10476303606814e-06,7.59358480754636e-06,"HGNC:232","ADCY1",107,107,TRUE
"CAMKV",0.619105842104487,7.59691744136641,2.11259861234777e-06,7.61538939989656e-06,"HGNC:28788","CAMKV",79012,79012,TRUE
"PPP1R1B",0.549999823691353,7.59591009121502,2.11587260841883e-06,7.62072761506784e-06,"HGNC:9287","PPP1R1B",84152,84152,TRUE
"PALMD",0.609769176359673,7.59387058602766,2.1225176033295e-06,7.63818781892496e-06,"HGNC:15846","PALMD",54873,54873,TRUE
"NDRG4",0.727035864457782,7.5844882491993,2.15337112708051e-06,7.74266268197307e-06,"HGNC:14466","NDRG4",65009,65009,TRUE
"EPM2AIP1",-0.514790309546027,-7.57784165014335,2.17551406456986e-06,7.81566760306164e-06,"HGNC:19735","EPM2AIP1",9852,9852,TRUE
"SPNS1",-0.47597948563035,-7.56583708244296,2.2161171767971e-06,7.95481250117202e-06,"HGNC:30621","SPNS1",83985,83985,TRUE
"NENF",-0.627212512796329,-7.56242131775943,2.22781570942554e-06,7.99005634182157e-06,"HGNC:30384","NENF",29937,29937,TRUE
"HK2",0.869857997298447,7.55922121448959,2.23883468366287e-06,8.02280556961823e-06,"HGNC:4923","HK2",3099,3099,TRUE
"ANK3",0.678486972482589,7.53907681943699,2.30953007269577e-06,8.26220775164733e-06,"HGNC:494","ANK3",288,288,TRUE
"SPAST",0.654023398632476,7.53152118454654,2.33664930529302e-06,8.34721578530105e-06,"HGNC:11233","SPAST",6683,6683,TRUE
